
4,Copyright © 2004–2020 Yelp Inc. Yelp. .   and related marks are registered trademarks of Yelp.
4,1 star ratingEek! Methinks not.2 star ratingMeh. I've experienced better.3 star rating4 star ratingYay! I'm a fan.5 star ratingWoohoo! As good as it gets!Start your review of Clinton Street Baking Company &amp; Restaurant
4,The service was great and the atmosphere was too. I ordered the blueberry pancakes and the veggie sandwich. the veggie sandwich was good. it was packed with avocados which is a plus but it's a little bit pricy. the pancakes's however. tasted incredible along with the warm maple butter and the blueberries on top of it. 10/10 would recommend y'all to come here just to get a taste of the pancakes!!.css-1c2abjj.css-1c2abjj svg
4,.css-1qkiuob.css-1qkiuob svg 1 photoBest fluffy pancakes in Singapore.  Love the sausage patties.  Huevos Rancheros is my go-to Dish.  The only item I'd say doesn't tickle my fancy is the sugared bacon.  I like my bacon unsweetened; will try to order that next visit.Useful Cool 
4,You know it's good when there is queue outside!Indulgent. perfect for those on vacation and want to splurge for those who have a moment of 'I worked hard all year. I deserve this'
4, 2 photos.css-z6383k.css-z6383k svg 1 check-inFinally. a good American diner style breakfast place in Singapore! The food here is pretty good - I've tried the pancakes with warm maple butter + banana walnut. as well as chicken and waffles. Both were really good! The pancakes were extremely fluffy. and are in my opinion one of the best you can find in here.... and the warm maple butter they're served with was also heavenly!!
4, 3 photosI'm from NYC and have been dying to go to this place so I was extremely surprised when I saw it pop up on yelp while searching for breakfast. When we first arrived. we were told it would be a 15 minute wait but then was seated promptly. We ordered chicken and waffles.  banana walnut pancakes and the biscuit egg sandwich. Being from NY. I was definitely shocked by how good the food was here in Singapore. The eggs on the biscuit sandwich was cooked perfectly. The only thing I didn't like was the tomato sauce on the biscuit sandwich. I wish this sandwich was a little bigger though. The potatoes that came with the sandwich were also delicious. The pancakes were light and fluffy and just the right portion. The chicken and waffles was also another fantastic dish with the chicken being nice and crispy.  I will say the service was subpar. No one came over to ask how our meal was nor did they clear our plates or deliver the check at a reasonable time; we had to ask a different waiter for it. Overall. four stars and I can't wait to now try the NY location.
4,We had the farmers plate and the butter milk biscuit sandwich. On both dishes the scrambled eggs were done perfectly. The buttermilk biscuit sandwich was tasty--the biscuit crunchy on the outside and buttery inside. Bacon was tasty. The farmers plate was a healthy amount of food. Pork patties were flavorful and had just a slight kick. Sourdough bread was a little skimpy. Coffee was good. especially if you are tired of the local. The restaurant is pleasant. sunny with great staff. Prices are on the high side-- we spent nearly $50 for breakfast.
4, 3 check-insThis is my 2nd visit. I love the pancake and also the chicken and waffle. The maple butterscotch syrup is a bomb! Supper yummy but can be too sweet for some people. so advice don't pour it a one go. Portion can be huge if you don't have a big appetite  Can be crowed during weekend and dinner time. so advice to make your reservation in advance if you planing dinner or weekend brunch here.Tips : You can make reservation via Chope app.
4, 1 photoChicken and waffle. Without the sauce. the waffle is too sweet for me. The chicken is boneless and has an nice crisp. Somehow. it doesn't sit well with me. It's alright. Not wow. Satiates a craving.
4,Great breakfast; I had the huevos rancheros. Pleasantly surprised to find a Mexican classic in Singapore. Our table shared the special pancakes of the month with rum. coconut. and bananas which were absolutely divine.
4, 4 photos 1 check-inIf you're looking for a typical American diner style breakfast. Clinton's is definitely the place for you. The portions were more than generous (though still not as massive as the portions in the States). the food quality was pretty good as well!I had the Farmer's platter (or breakfast. can't remember the exact title now). and I loved how well the eggs were done; slightly runny. just to my liking.  Everything was a little sweet (as if coated with maple syrup). but I think it blended well together. I would definitely get the pancakes the next time I visit this place; the Nutella one looked AWESOME!Just to throw some caution; they're pretty strict on reservations. Also. they only can confirm a reservation of up to 6 pax. any more they can't confirm/have to walk in.See all photos from Alyssa Chloe T. for Clinton Street Baking Company &amp; Restaurant
4,Great breakfast food. busy. yet nice atmosphere and mediocre service. Went on a Saturday afternoon for a late lunch and they were still very busy. Sat at the counter and ate which gave me a front row seat to the controlled chaos of servers flying around picking up orders and ringing up customers. The service could have been better - no one spoke to me after I ordered to check on the food or pour more coffee and I had to ask for the check.  Had the chicken and waffles which was quite good. especially with their green jalapeño based hot sauce. Add the maple butter and you're good to go. I agree with another review that the waffle could have been a little more well done. especially to support the fried chicken but still worth getting. Will definitely be back for those pancakes.Useful 
4, 5 photos 1 check-inIf you're after a substantial American style breakfast or brunch Clinton Street Baking Co is a decent option. The servings are massive. just like in The States. but the prices reflect the portion size. They have a lot of the classics here; pancakes. eggs on toast. a big breakfast etc. I thought they might have more baked goods on offer in the display cabinet given the business name. but there were just a few scones and muffins. I opted for the smoked salmon scrambled eggs and was not disappointed.See all photos from Juliana K. for Clinton Street Baking Company &amp; RestaurantUseful Funny Cool 
4, 1 check-inDidn't have to queue on a weekday afternoon.Blueberry pancakes - 4 starsGood. fluffy. standard fare. Nothing spectacular IMO. I would've preferred plain maple syrup to the maple butter and would've liked more blueberries on top but there was a decent number of blueberries in the pancakes themselves.Spanish scramble - 4 starsAn omelette with chorizo and caramelized onions. Well done.The brunch dishes taste better than those over at Wild Honey though Wild Honey is more conveniently located. I'd pick this one if I were picking based on food alone.Update 17 Apr 2017Black Angus Cheeseburger ($23++=$27) - 3 stars3.5-0.5 stars for the price (I like my math apparently). Everything on the burger - the caramelized onions. the cheese was good. and the meat itself was juicy but BLAND. I got it medium and it was still kinda red and oozed... The fries were mediocre - salty and crispy but again the taste wasn't great. The slaw was alright. I appreciated the pickle! Overall okay...Wifi only for phones. They won't type it in for your tablet or laptop.4 stars for the ambience. Nice bright and roomy.Useful Funny Cool 
4, 1 photoHas the typical American bistro surroundings so for those that miss home. this is where you should be going to. Food is consistent every visit. and on the weekdays at around 1.30pm we could instantly get seats for two. Drinks are really expensive and personally I think water would suffice as the dishes are rather savory. Portions are good old American portions. so for small eaters please do share with your pal. Had the Southern breakfast today. Bacon was drenched in honey. cheese grits are perfectly on point. fried zucchini and poached eggs complemented well on the whole. Average cafe food but decent within the 10mile radius. Kids friendly. selfie friendly as place is well lit with sufficient lighting.Useful Cool 
4,.css-vuvvb9.css-vuvvb9 svgUpdated review 5 photos 2 check-insBack again on a Saturday night for dinner and this time. we had the Angus cheeseburger. chicken and waffle. Clinton St omelette and buttermilk biscuit sandwich...oh and of course the blueberry pancakes. Friends loved the food. particularly the blueberry pancakes and the buttermilk biscuit sandwich. I had the chicken and waffle; I would prefer if the chicken was more deep fried and crispy. though the waffle was tasty with the maple butter. The Angus cheeseburger looked delightful and we particularly enjoyed the very tasty fries. Portions were satisfying and we barely had space for desserts - could only make room for 3 pancakes amongst a party of 6. The bill was about $30 per person. I had made reservations by phone which was painless. though I wish they have an online option. It's interesting that's not available. considering the reservation confirmation was done via an automated system. We'll be back again to try more of their desserts.Useful Funny Cool Previous reviewI first had this back in NYC but it really didn't blow me away. Perhaps they were having a bad day. But it explains why I've been reluctant to visit. particularly in view of the long queues supposedly. I finally made it here last night and I'm kind of sorry I took so long. Opening hours have been extended to 10pm which was perfect as we were looking for a place for desserts after dinner. We had the blueberry pancakes. chocolate and banana cream pie and salted caramel milkshake. The pie ($8) was unexpectedly delicious. a balanced combination of chocolate and banana flavours. and I am definitely going to return for more. It was so good we didn't have time to take a picture because we were busy gobbling it down. The pancakes ($18) were fluffy though I think they can be more generous with the blueberries. I thought it was slightly better than the NY outlet but my friend thinks otherwise. The milkshake ($10) was delightfully thick and creamy without being overly sweet. Unfortunately. they ran out of rum so we couldn't try the "boozy" version. I really liked that it wasn't crowded at night and am looking forward to my next visit.Read more
4, 1 check-inLoved the thick. fluffy pancakes and maple butter! Do share the food if you're a small eater. Waitresses were so polite. Loved their service. We waited for a few minutes to be served as it was quite packed on a Sunday morning. Poached eggs were a tad disappointing as they didn't drain the water. So the eggs were sitting in a pool of water. If you're the type who doesn't like sweet-tasting mocha. then this is the place. But it was a tad watery to my liking. Overall. enjoyed the place. Wouldn't mind heading there again to try the other food.Useful 
4, 2 photosI missed checking this place out in New York so I was really happy to find that it's now in Singapore! There wasn't an savory + sweet combo for pancakes so I ordered a wild blueberry pancake and added bacon. The pancakes were sooooo fluffy and when paired with the sour-ish berries and sweet syrup. it was great! The bacon was too hard for my liking. Be ready to spend a bit. the pancake with a side of bacon. coffee and juice came up to $42
4, 1 photoHaving been to their original location in LES multiple times. I was very impressed with the pancakes at their new establishment in Singapore. (Let's be honest here. most of the restaurants that have opened up branches in Singapore are disappointments compared to their original location overseas. E.g.. Lady M. Din Tai Fung. Tim Ho Wan. Lawrys. etc.) We came for lunch on a weekday. around 11:40. so there was no wait. My pancakes were fluffy and moist. and my friend's country breakfast also looked delicious. My only complaint is with the service. which was rather slow. We had to flag down the server a couple times to order our food. even though the restaurant was only half full. Will def be back again soon!Useful Funny Cool 
4, 1 photoTo summarize it all in a word. pancakes. EAT the pancakes.Clinton St Baking Co. of Manhattan's Lower East Side finally lands in Singapore with a huge splash. with glowing reviews in the island's English language broadsheet. and features on TV.Stepping inside. the dining room successfully recreates that typical American diner feel. similar to the original in NY (but definitely much newer).The entrees were decently good. but I'd recommend the pancakes above everything else. Fluffy on the inside. crispy on the outside. paired with a sinful maple-butter sauce that's just amazing as it is calorific. Blueberry. banana walnut or chocolate chunk. they're all good. The house brew is drip coffee. and refills are free!They had a couple of Southern offerings on the menu. but IMO they were Northern interpretations of Southern food. I liked that the buttermilk fried chicken had cornmeal in the batter. however the batter lost its crunchiness rather quickly and fell off the chicken before you had a chance to bite it. Conclusion. stick to the pancakes.They don't take reservations. and weekend brunch lines are an hour wait or more. To avoid the crowds. I recommend coming in on a weekday. or late in the afternoon on a weekend. or heading for the pastry &amp; coffee takeout counter instead.It's been a while since I was back in Manhattan. and I personally have not been to the original on Clinton St (there. I heard the lines are an hour long too). but comparing this to other brunch type places in Singapore they pretty much come out tops. 3 if this is a place in the US. 4 cos it's in Singapore.Useful Cool 
4, 2 photosA great spot for a classic American breakfast. We had blueberry pancakes. French toast and the Farmer's breakfast. All were excellent and the portions are massive. you certainly won't go hungry! If you go on the weekend I would get there when it opens if you don't want to wait. There were 12 of us waiting by the time it opened. I'll definitely be back to sample some of their non-breakfast items at some point. The service was a bit slow. I think the young staff are a bit overwhelmed. Hopefully that will improve with time.Useful Cool 
4,Copyright © 2004–2020 Yelp Inc. Yelp. .   and related marks are registered trademarks of Yelp.
4,1 star ratingEek! Methinks not.2 star ratingMeh. I've experienced better.3 star rating4 star ratingYay! I'm a fan.5 star ratingWoohoo! As good as it gets!Start your review of Clinton Street Baking Company &amp; Restaurant
4,It's so difficult to find the American diner experience in Asia. but Clinton Street Baking Company captures the taste which brings quite a bit of nostalgia living in the US.  For anyone missing diner food. this is a must try!  My only complaint is that they need more waiters as 2-3 people is grossly insufficient to manage a restaurant if that size..css-1c2abjj.css-1c2abjj svgUseful Cool 
4,.css-1qkiuob.css-1qkiuob svg 1 photo.css-z6383k.css-z6383k svg 1 check-inI had this a few years ago in New York. Unfortunately it was after a visit to Katz (and if you've seen the size of their pastrami sandwiches you'd know how stuffed I was at that time) so all I had was the bacon and it didn't leave much of an impression then.FAST FORWARD TO 5 YEARS LATER! And Clinton Street Baking Co is now in SUNNY (hazy) SINGAPORE!They don't take reservations. and we were here on a sunday morning. and the queue was 1.5 hours. By the time it was our turn to be seated it was 2 hours. Be warned that the queue is deceptively short because everyone just gives their handphone number and goes away while waiting. There are some red benches to sit on outside the shop but it could fit a maximum of 8 people. 2 yummy mummy-types tried to cut the queue ("why don't we tell them that we have a baby?"). To which I said. "IS THE BABY GOING TO BE EATING THE FOOD HERE???")My question was answered when I made the mistake of ordering the cheese grits. A mush in a plate. it tasted as good as it looked. Which was not at all. I'd rather some mashed potatoes. Even the powdered ones that you get from 7-11.Other sides were good but not impressive. We had the southern chicken (skin was yums). the scrambled eggs with salmon (not baaaaad). and some farmer's platter. Like. good but I wouldn't wait more than 30 minutes for them.BUT THE STANDOUT WERE THE PANCAKES. 3 flavors - blueberry. banana. chocolate - to choose from. You can add 1 more flavour for $2. Same pancakes. different toppings. These were nice and fluffy and thick yet light. I think the only other place in Singapore that comes close so far is Skyve. If you put the pancakes from those 2 places together and made me choose 1. I don't know which would win. But maybe Clinton Street because of that wonderful maple syrup/butter mix. which married the taste of maple syrup with the smoothness of melted butter.Come here! Unless you're a yummy mummy with a baby trying to cut the queue -_-"Useful Funny Cool 
4, 11 photos 1 check-inI recently had a pancake craving and with all the hype surrounding this place. I just had to check it out for myself.Popped in here on a weekday. late afternoon. and there was no queue. The place had about 7 people. so you may want to try your luck instead of the horrendous weekend queues. There are some benches outside if you should so feel inclined to wait with the crowds.The Bellini flavors are seasonal here. and on that day. it happened to be strawberry. Yum! Prosecco and fruit; can't go wrong! I got the banana walnut pancakes. and oh my. were they delicious. The pancakes came. topped with fresh banana. and crunchy walnuts. and some sugar sprinkled for extra crunch. Crisp exterior with a fluffy interior with more banana and walnuts within. coupled with their gorgeous maple syrup-butter sauce... One vessel of sauce is not enough for 3 large pancakes. so I got another. It cost me $2 but oh well. I didn't come to Clinton St Baking Co. to be a stingy person. A friend told me you can change the flavor of one of the pancakes for an extra $2. if I am not wrong. I also got the cheese grits. and ye. it tastes like a savory oatmeal with cheese. Very regular. Service was prompt. but I guess a true test of the waitstaff is peak hours. which I obviously did not get to see.Would return for the pancakes. Or maybe to try the chicken and waffles.P.S. Amex not accepted here.See all photos from Natalie H. for Clinton Street Baking Company &amp; RestaurantUseful Funny Cool 
4, 2 photosWhat makes this brunch spot unique is their homemade maple syrup which tastes different than anything I've ever tasted (in singapore and in the U.S.). The maple syrup is light and sweet with a tang of caramel(?) and an excellent addition to the crispy pancakes or waffles. I will admit it's not the most balanced or nutritious meal however. and do feel a bit guilty and gluttonous after having had brunch there once. The wait can be long but i would still say it was worth it. Would go back once in a whileCool 
4,Get your carbs on!Brunch lovers and carb lovers - this is YOUR spot!  Yes. the wait can be a little crazy. but if you're patient. you will be rewarded with some fab. soul-hugging. muffin-top making food (just spend an extra 10 minutes on the elliptical!)  The trick is to go early (before 10 am) and the wait is manageable.  They are only open until 6 pm now but that may change soon.The foodWe couldn't help but indulge in a few pastries.  The bacon. spinach. cheddar muffin was savory. a little sweet. and indulgent.  Even my baby loved it (well for obvious reasons). The cheddar scone was crumbly and had a wonderful buttery top.  But the real star is the crab cake eggs benedict.  It was the best eggs benedict I've ever eaten!  Each component from the just cooked spinach to the creamy hollandaise sauce to the rich crab cake was just plain delicious.  I also had the chorizo with eggs and it was savory and satisfying.  We were very happy with the food so far and this is one of my new. favorite brunch spots!Useful Cool 
4,Highly recommend for a great brunch. Best breakfast biscuit sandwich I've ever had. Pancakes are typical I felt.I lived in NYC for 5 years and remember my times at Clinton Street Baking Company out there very fondly. I loved everything there. even their pancakes had a very impactful memory that I became jaded to any other pancake. Coming here however. I feel that the pancakes are nowhere near the quality in NYC and even taste pretty typical to any other cafe which is the the only reason for the minus 1 star given how hyped they are.The biscuit breakfast sandwich is the best I've ever had in my life. I was totally wow'd by this here in Singapore and if my review was based on only this. I would have easily given this a resounding 5+ star.Orange juice is fresh as is their coffee. I would recommend that you call ahead and get a reservation. If you show up during the breakfast or lunch (or weekend brunch) hours. you will for sure need to wait the usual 2-3 hours that they mention.Highly recommend but don't come in just for the pancakes!Useful Funny Cool 
4,  .css-1bja594.css-1bja594 svg First to Review and 2 other badgesGiven that it's a fairly well known brand from NYC. lines and crowds are expected even in the soft launch phase. Approx 1 hour wait during weekend brunch. Order came pretty swiftly. had the classic Pancakes. Generous portions as per the ones in NYC. Chicken and waffles were decent but not mind blowing. Overall decent cool brunch spot. hopefully it survived beyond the hype.Useful Cool 
3, 1 photoClean and nice interior. Friendly staff. However. the food was not up to expectations. the fried chicken waffle was horrible. Doesn't taste like good fried chicken and waffle was not crispy but soft. the pancakes with blueberries were ok. pretty thick pieces!
3,Very disappointed in this place. Over priced for such mediocre food. Eggs were over cooked. sausage patties and the piece of ham were not very flavorful. I also personally didn't like the strong flavor of the cheese. Coffee wasn't that great either. All in all. not worth the price. Mediocre food for high end price.
3,This outpost of Clinton St. doesn't hold up the reputation or quality of the original in NYC. where I'd queue for 45 minutes in a blizzard for that alpha dog eggs Benedict. Not here though. I will give it another try. but the taste is way off. Hopefully. they've ironed out the kinks.
3,Had the Rosti with smoked salmon. I find it too crispy for my liking but it wasn't that bad. The blueberry pancakes were not bad. Service was pretty okay. I thought the design of the place was quite cool. It had a American diner vibe with ample seating.
3, 5 photosThis morning we had breakfast here. Overall quality of foods was good but not exceptionally good but the serving was generous. Service quite good too. We asked the leftovers to be put in the box and they did it nicely. A bit pricey too.See all photos from Suria N. for Clinton Street Baking Company &amp; RestaurantUseful Funny Cool 
3,Similar to the NY original (which I find overpriced and overhyped) except this place didn't have any queue on Saturday at 2pm. I just walked right in. AMAZING!Serves your standard easy-to-make-at-home-but-why-bother-lets-just-pay-lots-of-money American brunch fare: chicken and waffles. their famous blueberry pancakes. milkshakes. You know. all that healthy stuff that keeps Americans so notoriously thin.Useful Funny Cool 
3, 1 photoBeing a fan of the pancakes and southern breakfast of the original Clinton St baking company in NYC. we excitedly arranged to meet at this place for brunch to reminisce our old NYC days. Recommendation- just stick to the fried chicken and pancakes. They were tasty and definitely of similar standards to the dishes we had in NYC.. however. what really disappointed us was their 'cheesy grits'. It looked and tasted like oatmeal porridge; and when we tried to tell them that was not definitely not grit. they checked and confirmed it was 'grit' made from 'barley' and they followed the original recipe. Com'on.. if it's not grit. don't insist it is and bullshit us like we are some ignorant customers. I would have accepted a yes sorry it's not easy to find grits and this is what we have used to replace it.. google grit and it is 'Grits is a food made from corn that is ground into a coarse meal and then boiled.' Suggestion to the chef - even polenta has a more similar taste and texture to real grits than whatever you are serving now. Next is the corn bread which has a ginseng taste to it. It happens that my friend liked ginseng and hence liked it.. otherwise I would not recommend you order that either. Spinach was cooked like Chinese style and a bit bland. All in all nice environment but not sure I'll be back for the food.
3, 1 check-inI had heard about this place from a few people.  I tasked myself for bringing a pumpkin pie for a Thanksgiving get together. i wanted a back up.  I called the week before and they mentioned that the seasonal pies (pumpkin and pecan were $55)  Nope.  I ended up baking one. but still wanted another desert so I decided to pop by on Sunday because I wanted breakfast and needed a back up dessert.  I ordered the breakfast sandwich that came with spinach. bacon. egg and cheese on a biscuit.  Now. this place is supposedly by the same company as the one in NY. so my expectations were high.  I'm from the South. so you better bring your A game when it comes to biscuits.  I ordered and my food came out before my latte.  It looked awful and for $18. I was not happy.  The cheese looked like it was under a heat lamp for the last hour. the hashbrowns were burnt. and the one side of the biscuit had what looked like a tomato sauce on it.  WTF?  The bacon was so sad and undercooked I just couldn't touch it.  I ate a tiny piece of the biscuit. and drank my latte.  The waitress was nice enough to ask me what was wrong in which I told her it looked like my meal came from when Bush was President. and asked if I wanted a replacement.  The pancakes looked really good but by this time I needed to get outta there.  I did order a Strawberry Rubarb pie to take with. and they took off my breakfast off my bill.  They also game me a large take away biscuit for good measure which by itself was really tasty.  Everyone at Thanksgiving liked the pie. I didn't taste it.  I doubt I'd come back here there are just too many good options for brunch in Singapore to strike out again.Useful Funny Cool 
3, 2 photos 1 check-inTried the much-lauded fried chicken today - the chicken and waffles and chicken plate. Didn't like the way the chicken was prepared for the waffles (boneless fillets with a thin batter) as it was rather dry. Chicken plate was VERY generous with literally half a chicken on the plate. along with a decent chunk of corn bread and small token coleslaw. The batter on the chicken plate was better. buttermilk. and had a good crunch. Unfortunately. it was either bad / old oil or the oil was too hot. but ultimately had a burnt and slightly acrid flavour. The flavour and seasoning wasn't great either so I found it rather plain overall. I'd go back for a shake or some of the desserts. and maybe give the pancakes another shot. All the other tables' food looked well prepared and equally generous. so value for money is decent (by Singapore standards for these sort of establishments). Service was clinical and efficient without being particularly friendly.  Venue itself was quite cramped with tables extremely close to each other. I went to the original store in NYC. and was not that impressed by it either. Thankfully the ludicrous hype has died down and we got a table with no issues on a Sunday at 1pm.Useful Funny 
3,Went for the chicken and waffles - they were amazing! The batter on the chicken was light and NOT greasy! We loved the flavoring of the chicken batter. and it was moist chicken breast! We tried the fried chicken. Four pieces of chicken which were moist and yummy. Great flavoring in the batter. The jalapeño cornbread was quite large and yummy. We got a blueberry shake. Unfortunately. it was not worth the price. but everything else was yummy! This was my second time. and this time the service was awful. (Luckily the food is so yummy!) I had taken friends. and they were very disappointed in the service. It was early in the evening (a bit after 5pm) and not very busy. So. I have no idea why the service (refills. order taken. food coming out at different times) was slow. Still would go back because the food was yummy!
